Period,Address,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Latitude,Longitude
2007-10-24T23:0:0,sheffield,45.2,51.7,48.2,45.2,89.19,,6.9,,81.88,0,4,,6.6,,1026.1,53.38311,-1.46455
2007-10-25T23:0:0,sheffield,44.9,51.4,48.1,44.8,88.23,,11,,183.88,0,0,,5.7,,1022,53.38311,-1.46455
2007-10-26T23:0:0,sheffield,47.4,58.5,54.5,51.8,90.7,,25.2,,204.68,0.1,8,,4.7,,1020.6,53.38311,-1.46455
2007-10-27T23:0:0,sheffield,46.8,60.3,55.2,51.5,87.23,,26,35.8,224.73,0.4,7.69,,9,,1010.2,53.38311,-1.46455
2007-10-29T0:0:0,sheffield,41.8,52.6,46.7,41.7,83.39,,14.9,,259.68,0.2,12,,9.7,,1013,53.38311,-1.46455
2007-10-30T0:0:0,sheffield,40.3,55,49.4,44.1,82.7,,14.4,,282.16,0.3,8,,10.3,,1022.2,53.38311,-1.46455
2007-10-31T0:0:0,sheffield,49.8,59.6,54.3,49.6,84.33,,15.1,,251.32,0,0,,9.1,,1027.2,53.38311,-1.46455
2007-11-1T0:0:0,sheffield,51,60.4,56,51.5,84.82,,15.9,,264.68,0,0,,9.6,,1031.1,53.38311,-1.46455
2007-11-2T0:0:0,sheffield,49.5,60.3,54.5,50.4,86.49,,12.8,,281.08,0,0,,8.3,,1034,53.38311,-1.46455
2007-11-3T0:0:0,sheffield,43.2,59.9,51.3,47.1,86.07,,11.9,,264.88,0,0,,7.7,,1032.1,53.38311,-1.46455
2007-11-4T0:0:0,sheffield,38.3,53.3,44.5,40.8,87.21,,5.5,,213.38,0,4,,5,,1031,53.38311,-1.46455
2007-11-5T0:0:0,sheffield,42.8,54,48.1,43.3,83.54,,19.4,,246.16,0.1,4,,7.5,,1026.9,53.38311,-1.46455
2007-11-6T0:0:0,sheffield,39.3,52,45.8,39.4,78.86,,16.5,,284.4,0,0,,10.8,,1032.3,53.38311,-1.46455
2007-11-7T0:0:0,sheffield,46.7,54.6,51.7,46.7,82.96,,22.3,33.3,289.72,0,0,,9.6,,1024.8,53.38311,-1.46455
2007-11-8T0:0:0,sheffield,39.3,55.5,49,40.7,73.32,,24,33.3,280.36,0.2,8,0,11.3,,1016.5,53.38311,-1.46455
2007-11-9T0:0:0,sheffield,38.2,49.8,44,33.8,67.94,,21.7,,306.32,0,8,0,13.7,,1024.3,53.38311,-1.46455
2007-11-10T0:0:0,sheffield,45.2,56,51.8,47.6,85.69,,21.8,35.8,293.2,0.1,12,0.8,7,,1019.8,53.38311,-1.46455
2007-11-11T0:0:0,sheffield,33.1,53.1,45.6,38.1,75.07,,23,35.8,268.48,0.2,8,0,10,,1019.1,53.38311,-1.46455
2007-11-12T0:0:0,sheffield,30.8,44.2,36.4,28.8,74.18,,10.2,,248.76,0,4,0,10.4,,1025.8,53.38311,-1.46455
2007-11-13T0:0:0,sheffield,36.2,49.9,44.2,39.8,85.05,,20.1,,292.76,0.2,8,,10.1,,1014.6,53.38311,-1.46455
2007-11-14T0:0:0,sheffield,35.9,48.3,41.4,37.2,85.21,,17.9,,225.36,0,0,0,11.8,,1020.8,53.38311,-1.46455
2007-11-15T0:0:0,sheffield,30,48,37.4,32.3,82.47,,5.8,,212.16,0,0,0,12.7,,1028.7,53.38311,-1.46455
2007-11-16T0:0:0,sheffield,35.9,46.7,40.2,33.9,78.4,,7.3,,191.67,0,0,0,11.6,,1028.5,53.38311,-1.46455
2007-11-17T0:0:0,sheffield,36.1,50.3,43.4,38.9,84.8,,18.2,,192.56,0,0,0,7.1,,1020.7,53.38311,-1.46455
2007-11-18T0:0:0,sheffield,34.9,43.2,38.2,35.9,91.32,,23.1,33.3,143.28,0.9,16,0.8,4.4,,1001.4,53.38311,-1.46455
2007-11-19T0:0:0,sheffield,33,45.6,40.6,39.1,94.43,,26.4,35.8,101.28,0.7,16,0.8,3.6,,999.8,53.38311,-1.46455
2007-11-20T0:0:0,sheffield,40.2,46.8,44.4,43.3,96,,16.1,,87.28,0.3,16,0,3,,1003.2,53.38311,-1.46455
2007-11-21T0:0:0,sheffield,43.2,48.8,46.2,44.3,92.91,,14.5,,172.92,0,4,0,5.1,,998.2,53.38311,-1.46455
2007-11-22T0:0:0,sheffield,35.9,46.7,41.6,38.7,89.56,,18.6,,256.48,0,4,0,8.6,,1004.5,53.38311,-1.46455
2007-11-23T0:0:0,sheffield,30.9,41.5,36,30,78.8,,16.1,,272.56,0,0,0,10.5,,1024.8,53.38311,-1.46455
2007-11-24T0:0:0,sheffield,27.8,48.1,39.6,35.4,84.84,,21.8,,236.08,0,8,0,10.1,,1021.5,53.38311,-1.46455
2007-11-25T0:0:0,sheffield,41.8,48.3,44.8,40.1,83.6,,15.6,,299.44,0,4,0,11.4,,1024.3,53.38311,-1.46455
2007-11-26T0:0:0,sheffield,37.1,44.1,41.6,37.9,86.86,,8.1,,259.52,0,8,0,6.8,,1031.3,53.38311,-1.46455
2007-11-27T0:0:0,sheffield,41.3,47.4,45.3,44.2,95.86,,9.5,,214.76,0.1,8,0.8,4.9,,1027.2,53.38311,-1.46455
2007-11-28T0:0:0,sheffield,43.2,51.3,47.6,44.7,89.76,,21.4,,210.28,0.1,8,0,8.5,,1012.6,53.38311,-1.46455
2007-11-29T0:0:0,sheffield,39.5,46.8,43.6,39.3,85.07,,16.5,,252.08,0.1,8,0.8,12,,1006.2,53.38311,-1.46455
2007-11-30T0:0:0,sheffield,40.4,55.3,49.3,45.9,88.37,,24.4,,213.96,0.1,8,0.8,13.3,,999.3,53.38311,-1.46455
2007-12-1T0:0:0,sheffield,38.4,47.5,43.4,38.2,81.68,,25,,233.92,0.2,8,0.8,11.7,,995.1,53.38311,-1.46455
2007-12-2T0:0:0,sheffield,40.4,50.2,44.6,40.5,85.49,,24,,245.84,0.3,12,0.8,10.6,,987.2,53.38311,-1.46455
2007-12-3T0:0:0,sheffield,39.1,46,41.9,37.2,83.51,,18.3,35.8,289.76,0.4,12,0.8,11.4,,1001,53.38311,-1.46455
2007-12-4T0:0:0,sheffield,39.5,55.6,48.2,44.3,86.34,,26.9,,216.56,0,4,0,12.6,,1009.5,53.38311,-1.46455
2007-12-5T0:0:0,sheffield,45.8,56.4,52.2,46.6,81.2,,26.9,35.8,230.64,0.1,8,0.8,11,,1001.8,53.38311,-1.46455
2007-12-6T0:0:0,sheffield,44.9,58.6,50.8,47,86.98,,20.5,,231.2,1.1,12,0.8,7.6,,1000.8,53.38311,-1.46455
2007-12-7T0:0:0,sheffield,39.8,49,44.1,38.4,80.64,,29.6,,285.12,1,16,0.8,11.1,,999,53.38311,-1.46455
2007-12-8T0:0:0,sheffield,36.1,49.5,41.1,37.7,87.95,,24.1,35.8,214.56,0.6,12,0.8,11.2,,993.3,53.38311,-1.46455
2007-12-9T0:0:0,sheffield,38.4,43.5,41.2,37.5,86.48,,24.1,,232.52,0.1,4,0.8,10.8,,982.8,53.38311,-1.46455
2007-12-10T0:0:0,sheffield,32.7,42.9,38.9,33.4,80.52,,22,,317.28,0.1,8,0.8,10.2,,1013.8,53.38311,-1.46455
2007-12-11T0:0:0,sheffield,31.3,43,35.6,30.1,80.66,,9.9,,175.76,0,0,0,11,,1031.5,53.38311,-1.46455
2007-12-12T0:0:0,sheffield,30.9,41.7,35.8,31.5,84.48,,11.5,,168.12,0,4,0,11.3,,1036.3,53.38311,-1.46455
2007-12-13T0:0:0,sheffield,30,40.3,34.4,31.3,88.5,,13.9,,170.56,0,0,0,8.3,,1039.8,53.38311,-1.46455
2007-12-14T0:0:0,sheffield,28,34.9,32.2,31,95.31,,11.7,,178.08,0,0,0,3.9,,1039.5,53.38311,-1.46455
2007-12-15T0:0:0,sheffield,28.1,35.9,31.6,29.7,92.9,,19.5,,131.68,0,0,0,4.5,,1037,53.38311,-1.46455
2007-12-16T0:0:0,sheffield,26.6,35.6,32.1,29,88.52,,10.6,32.2,156.04,0,4,0,6,,1038,53.38311,-1.46455
2007-12-17T0:0:0,sheffield,26.6,40.8,35.3,33.4,92.78,,23,43.8,113.32,0,0,0,4.9,,1037.5,53.38311,-1.46455
2007-12-18T0:0:0,sheffield,32.6,40.2,37.7,33.6,85.3,,25.3,,88.76,0,0,0,6.9,,1038.8,53.38311,-1.46455
2007-12-19T0:0:0,sheffield,33.4,42.7,37.5,35.8,93.79,,27.5,35.8,96.04,0,0,0,5.1,,1038.2,53.38311,-1.46455
2007-12-20T0:0:0,sheffield,29.6,36.9,34.6,33.7,96.53,,24.2,32.2,124.2,0,0,0,2.1,,1034.8,53.38311,-1.46455
2007-12-21T0:0:0,sheffield,27.6,33.9,31.5,30.6,96.41,,11,31.1,145.44,0,4,0,1.9,,1026.9,53.38311,-1.46455
2007-12-22T0:0:0,sheffield,27.6,41.8,36.8,35.4,94.99,,11.2,,219.56,0.1,8,,3.2,,1023.2,53.38311,-1.46455
2007-12-23T0:0:0,sheffield,29.5,40,35.7,34.1,94.03,,11.3,,193.64,0,0,0,6.8,,1026.6,53.38311,-1.46455
2007-12-24T0:0:0,sheffield,36.1,48.4,42.9,41.1,93.25,,20.5,,194.84,0.4,12,0,6.8,,1018.4,53.38311,-1.46455
2007-12-25T0:0:0,sheffield,35,41,38.3,37.8,98.25,,20.5,,227,0.2,4,0,6,,1012.6,53.38311,-1.46455
2007-12-26T0:0:0,sheffield,35,47.5,41.9,39.3,90.83,,25.1,,213.72,0,4,0,10.4,,1020.4,53.38311,-1.46455
2007-12-27T0:0:0,sheffield,44.9,53.5,50.4,46,85.12,,25.1,35.8,215.32,0,4,0,9.4,,1019.3,53.38311,-1.46455
2007-12-28T0:0:0,sheffield,44.8,51.6,49.7,45.6,85.6,,32.5,41.4,210.48,0.2,8,0,11.9,,1010.5,53.38311,-1.46455
2007-12-29T0:0:0,sheffield,38.9,46.4,42.3,37.5,83.28,,31.2,,253.6,0.6,12,0,9.1,,1006.6,53.38311,-1.46455
2007-12-30T0:0:0,sheffield,40.2,47.5,43.1,40.6,90.88,,9.2,,243.36,0.1,4,0,8.4,,1025.3,53.38311,-1.46455
2007-12-31T0:0:0,sheffield,38.9,47.3,43.7,41.4,91.76,,8.1,,187.48,0,0,,8.2,,1027.1,53.38311,-1.46455
2008-1-1T0:0:0,sheffield,42.2,46.8,44.4,43.7,97.23,,7.3,,158.16,0,0,0,2.8,,1021.6,53.38311,-1.46455
2008-1-2T0:0:0,sheffield,34,43.3,38.4,34.8,87.43,,19.8,,115.28,0,4,,5.2,,1015.3,53.38311,-1.46455
2008-1-3T0:0:0,sheffield,29.3,35.5,32.7,29.7,88.77,,26.4,,88.44,0,4,0,6.8,,1004.7,53.38311,-1.46455
2008-1-4T0:0:0,sheffield,32.3,45,38.8,37.9,96.61,,20.6,,156.52,0.2,8,0,3.5,,996.6,53.38311,-1.46455
2008-1-5T0:0:0,sheffield,37.5,46.4,41.2,36.5,84.01,,21,,228.4,0.2,4,0,12.6,,994.3,53.38311,-1.46455
2008-1-6T0:0:0,sheffield,34.1,44,39,35.3,86.71,,20.4,,204.68,0.2,4,0,9.6,,1004.7,53.38311,-1.46455
2008-1-7T0:0:0,sheffield,38.7,44.7,41.6,36.6,82.29,,30.6,,245.24,0.3,8,0,9.9,,1004.2,53.38311,-1.46455
2008-1-8T0:0:0,sheffield,37.3,49.6,42.9,39.9,89.61,,29.2,,204,0.3,12,,10.7,,1005.5,53.38311,-1.46455
2008-1-9T0:0:0,sheffield,34.8,45.7,39,34.7,84.88,,25.3,,217.44,0.1,12,0,10.3,,1002.9,53.38311,-1.46455
2008-1-10T0:0:0,sheffield,38.6,51,45.4,42.3,89.26,,30.2,,216.48,0.5,20,,8.8,,996.1,53.38311,-1.46455
2008-1-11T0:0:0,sheffield,33.2,39.4,36.7,35.7,96.13,,16.8,,207,0.4,12,0,7.8,,994.8,53.38311,-1.46455
2008-1-12T0:0:0,sheffield,32.9,44.7,38.9,36.1,89.84,,16.5,,232.32,0.1,4,0,8.5,,1003.4,53.38311,-1.46455
2008-1-13T0:0:0,sheffield,42.8,50.3,47.7,44.4,88.34,,24.5,,177.72,0.2,12,0,9.2,,997.1,53.38311,-1.46455
2008-1-14T0:0:0,sheffield,42,47.9,45.1,41.5,87.5,,25.3,,198.12,0.2,12,0,11.7,,990.1,53.38311,-1.46455
2008-1-15T0:0:0,sheffield,40.7,48.8,44.1,42.5,94.2,,21.9,,229.21,0.8,16,0,7.3,,979.9,53.38311,-1.46455
2008-1-16T0:0:0,sheffield,38.3,43.2,40.3,38.6,93.49,,11.4,,245.24,0.3,8,0,8.6,,991.6,53.38311,-1.46455
2008-1-17T0:0:0,sheffield,37.1,47.7,42,39.1,89.4,,23.6,,209.84,0.4,12,0,8.6,,996.9,53.38311,-1.46455
2008-1-18T0:0:0,sheffield,41.1,56.7,49,45.1,86.47,,28.7,,232.36,0.4,16,0,8.7,,1004.1,53.38311,-1.46455
2008-1-19T0:0:0,sheffield,45.9,52.3,48.5,45.4,89.46,,21.7,,223,0.6,12,0,6.4,,1014.2,53.38311,-1.46455
2008-1-20T0:0:0,sheffield,47.2,55.2,51.7,48.9,90.26,,20.2,,241.44,0.6,16,0,10.4,,1015.5,53.38311,-1.46455
2008-1-21T0:0:0,sheffield,37.2,53.7,46.7,44.1,90.83,,24.8,,212.68,0.4,16,0,7,,1008.5,53.38311,-1.46455
2008-1-22T0:0:0,sheffield,33.1,46.3,39.1,35.6,87.27,,14.2,,219.44,0,8,0,9.3,,1022.5,53.38311,-1.46455
2008-1-23T0:0:0,sheffield,46.3,55.2,51.5,47.6,86.58,,26.1,,220.32,0,4,0,9.7,,1019.6,53.38311,-1.46455
2008-1-24T0:0:0,sheffield,39,52.1,43.9,35.6,73.32,,26,,251.52,0.1,8,0,11.5,,1025.2,53.38311,-1.46455
2008-1-25T0:0:0,sheffield,37.1,52.9,47.1,38.2,71.63,,29.1,,245.44,0,0,0,11.8,,1030.7,53.38311,-1.46455
2008-1-26T0:0:0,sheffield,42.2,51.5,47.6,40.2,75.67,,28.5,,250.2,0,0,0,14.4,,1030.7,53.38311,-1.46455
2008-1-27T0:0:0,sheffield,41.7,51.4,47.8,40.4,75.63,,25.7,,272.12,0,0,0,13.3,,1031.9,53.38311,-1.46455
2008-1-28T0:0:0,sheffield,38.6,47,42.1,38.4,87.08,,11.9,,216.84,0,0,0,7.8,,1031.9,53.38311,-1.46455
2008-1-29T0:0:0,sheffield,41.3,51.6,45.4,42.1,88.52,,24.4,,230.88,0.1,8,0,6.9,,1023.8,53.38311,-1.46455
2008-1-30T0:0:0,sheffield,35.7,46.1,40.1,33.6,77.84,,23,,269.08,0.1,4,0,11.2,,1024.9,53.38311,-1.46455
2008-1-31T0:0:0,sheffield,36.5,44.7,40.6,33.1,75.03,,38.3,,236.28,0.2,4,0,10.7,,998.5,53.38311,-1.46455
2008-2-1T0:0:0,sheffield,31.2,41.1,37.7,30.6,75.87,,34.3,,279.28,0.1,8,0,9.8,,997.2,53.38311,-1.46455
2008-2-2T0:0:0,sheffield,30.2,41.6,36.2,30.6,80.15,,35.2,,231.48,0,4,0.8,9.9,,1009.5,53.38311,-1.46455
2008-2-3T0:0:0,sheffield,39.5,43,41.2,34.4,76.95,,29.4,,176.04,0.1,4,0,10.1,,995.5,53.38311,-1.46455
2008-2-4T0:0:0,sheffield,35.7,44,40.5,36.4,85.61,,21.3,,207.8,0.1,8,0,8.6,,994.4,53.38311,-1.46455
2008-2-5T0:0:0,sheffield,38.6,52.7,45.8,41.2,84.34,,28.1,,209.64,0.5,12,0,10.6,,993.1,53.38311,-1.46455
2008-2-6T0:0:0,sheffield,35.3,48.1,41.3,35.5,80.64,,19.5,,263.64,0,4,0,11.3,,1020.8,53.38311,-1.46455
2008-2-7T0:0:0,sheffield,36.2,53.5,47,42.1,83.07,,21.2,,195.44,0,0,0,9,,1030,53.38311,-1.46455
2008-2-8T0:0:0,sheffield,42,51.9,46.2,42.1,85.81,,18.9,,193,0,0,0,6.9,,1028.8,53.38311,-1.46455
2008-2-9T0:0:0,sheffield,36.7,56.3,44.9,37.1,75.18,,12.2,,176.88,0,0,0,8.5,,1029.6,53.38311,-1.46455
2008-2-10T0:0:0,sheffield,34.5,54.9,42.4,35.7,77.93,,6.8,,148,0,0,0,6.9,,1033.6,53.38311,-1.46455
2008-2-11T0:0:0,sheffield,30.8,50.3,39.1,33.5,80.57,,18.3,,139.92,0,0,0,5.5,,1033.6,53.38311,-1.46455
2008-2-12T0:0:0,sheffield,33.8,56.6,43.4,35.1,72.95,,15,,160.92,0,0,0,10,,1035.7,53.38311,-1.46455
2008-2-13T0:0:0,sheffield,33,52.6,41.2,34,76.51,,19.5,,130.8,0,0,0,8.6,,1037.5,53.38311,-1.46455
2008-2-14T0:0:0,sheffield,33,42.5,37.8,36,93.46,,24.2,,85.04,0,0,0,3.3,,1039.5,53.38311,-1.46455
2008-2-15T0:0:0,sheffield,29.4,41.1,37,32.3,83.13,,30,,85.96,0,0,0,8,,1040.3,53.38311,-1.46455
2008-2-16T0:0:0,sheffield,24.6,39.7,31.3,26.4,82.57,,10.8,,137.36,0,0,0,8,,1043.5,53.38311,-1.46455
2008-2-17T0:0:0,sheffield,22.9,44.1,31.4,24.6,76.67,,8.6,,190.83,0,0,0,8.4,,1039.9,53.38311,-1.46455
2008-2-18T0:0:0,sheffield,25.6,43.1,32.6,24,71.22,,6.6,,142.52,0,0,0,6.1,,1033.8,53.38311,-1.46455
2008-2-19T0:0:0,sheffield,25.6,35.6,30,23.7,77.82,,12.8,,135.52,0,0,0,3,,1025.2,53.38311,-1.46455
2008-2-20T0:0:0,sheffield,19.5,40.6,31.3,29.4,92.67,,11.9,,207.46,0,0,0,1.9,,1019.3,53.38311,-1.46455
2008-2-21T0:0:0,sheffield,40.3,51.6,46.6,42.3,84.9,,27.6,,230.64,0,4,0,9.5,,1017,53.38311,-1.46455
2008-2-22T0:0:0,sheffield,44.1,56.2,50.8,42.3,73.44,,33,,254.76,0,0,0,11.6,,1018.4,53.38311,-1.46455
2008-2-23T0:0:0,sheffield,38.9,53.4,47.7,41.8,80.23,,24.4,,222.48,0,4,0,8.9,,1021.1,53.38311,-1.46455
2008-2-24T0:0:0,sheffield,37.1,52.6,45.7,39.6,79.42,,22.8,,249.52,0,4,,13.1,,1015.8,53.38311,-1.46455
2008-2-25T0:0:0,sheffield,32.5,49.5,41.3,35.1,79.36,,29.4,,210.62,0,4,0,13.4,,1014,53.38311,-1.46455
2008-2-26T0:0:0,sheffield,42.5,50.6,46.6,38.3,74.02,,35.1,,254.56,0,8,0,12.3,,1003,53.38311,-1.46455
2008-2-27T0:0:0,sheffield,38.9,49.8,42.8,35.5,75.78,,22,,266.16,0,0,0,13.1,,1016,53.38311,-1.46455
2008-2-28T0:0:0,sheffield,35.9,48.4,41.7,35.9,80.24,,12.1,,224.72,0,0,0,10.8,,1019.5,53.38311,-1.46455
2008-3-1T0:0:0,sheffield,42.3,51.8,47,38.7,73.07,,41.6,,270.04,0.3,12,27.2,10.2,,1004.4,53.38311,-1.46455
2008-3-2T0:0:0,sheffield,40.6,51.8,46,36.3,69.18,,27.7,,270.68,0.1,8,0,12.2,,1007.9,53.38311,-1.46455
2008-3-3T0:0:0,sheffield,31.5,43.8,37.6,30.3,76.04,,20.9,,256.36,0,4,0,11.7,,1009.5,53.38311,-1.46455
2008-3-4T0:0:0,sheffield,28.8,46,36.1,29,76.74,,19.6,,269.12,0,4,0.8,11.7,,1027.7,53.38311,-1.46455
2008-3-5T0:0:0,sheffield,28.1,48,39.4,33.1,78.51,,19.1,,239.2,0,0,0,10.6,,1031.9,53.38311,-1.46455
2008-3-6T0:0:0,sheffield,42.9,52.6,47.8,40.3,75.42,,26,,254.52,0,0,0,12.5,,1020.3,53.38311,-1.46455
2008-3-7T0:0:0,sheffield,40.3,49.4,43.8,35.3,72.63,,26,,236.16,0.1,4,0,11.7,,1008.5,53.38311,-1.46455
2008-3-8T0:0:0,sheffield,39.3,51.6,46,40.5,81.15,,27.8,,217.2,0,8,0,12,,999,53.38311,-1.46455
2008-3-9T0:0:0,sheffield,36.3,49.3,41.8,34.8,77.41,,16.1,,220.16,0,0,0.8,11.7,,993.2,53.38311,-1.46455
2008-3-10T0:0:0,sheffield,35,46.1,41.2,37.8,87.92,,27.5,,198.24,0.7,16,,8.5,,966.1,53.38311,-1.46455
2008-3-11T0:0:0,sheffield,37.5,52.3,44.2,36.3,74.38,,29.1,,252.56,0.3,12,0,11.1,,981,53.38311,-1.46455
2008-3-12T0:0:0,sheffield,37.3,48.3,42.2,33.5,71.89,,36.7,,265.68,0.1,12,0.8,11.4,,995.5,53.38311,-1.46455
2008-3-13T0:0:0,sheffield,37.1,51,44.2,37,76.24,,20,,247,0,4,0,14.6,,1008.6,53.38311,-1.46455
2008-3-14T0:0:0,sheffield,37.8,51,44.2,36.7,75.68,,14.2,,240.52,0,0,0.8,11.5,,1010.5,53.38311,-1.46455
2008-3-15T0:0:0,sheffield,41.5,50.6,46.1,44.5,93.94,,17.7,,101.24,0.2,8,0.8,2.8,,1004.7,53.38311,-1.46455
2008-3-16T0:0:0,sheffield,39,46.9,42.1,37.8,85.06,,27.5,,69.08,0.2,4,0,9.2,,1007.2,53.38311,-1.46455
2008-3-17T0:0:0,sheffield,35.3,43,38.9,31.2,74.23,,14.9,,204.56,0,4,0,12.8,,1020.4,53.38311,-1.46455
2008-3-18T0:0:0,sheffield,30.5,43.3,38.4,27.7,65.91,,16.6,,296.96,0,0,0,13.9,,1022.6,53.38311,-1.46455
2008-3-19T0:0:0,sheffield,32.8,46.6,39.8,29.8,67.91,,15.6,,301.28,0,0,0,11.9,,1024.8,53.38311,-1.46455
2008-3-20T0:0:0,sheffield,37.8,51.2,44.1,40.2,86.25,,28.8,,275.76,0.3,16,0.8,7.9,,1010.1,53.38311,-1.46455
2008-3-21T0:0:0,sheffield,31.7,45.2,39.2,31.9,75.79,,30.1,,323.08,0.2,12,0,10.6,,991.7,53.38311,-1.46455
2008-3-22T0:0:0,sheffield,31.6,43.4,35.5,28.8,77.85,,26.4,,215.32,0,4,0,8.4,,1004.1,53.38311,-1.46455
2008-3-23T0:0:0,sheffield,29.4,41.1,34.8,29.7,82.21,,15.7,,273.44,0.1,4,2,8.9,,1001.2,53.38311,-1.46455
2008-3-24T0:0:0,sheffield,31.5,40.5,35.2,27,72.66,,18.6,,316.36,0,4,0.8,11,,1001.5,53.38311,-1.46455
2008-3-25T0:0:0,sheffield,27.4,42.6,36.6,28.1,71.67,,16.3,,288.92,0.1,8,0.8,10.3,,1006.5,53.38311,-1.46455
2008-3-26T0:0:0,sheffield,34.4,44.4,39,36.8,91.97,,8.4,,160.64,0.2,12,0.8,5.9,,999.5,53.38311,-1.46455
2008-3-27T0:0:0,sheffield,32.3,49.8,40.5,35.8,84.03,,12.3,,226.88,0.1,4,0.8,7.9,,1000.8,53.38311,-1.46455
2008-3-28T0:0:0,sheffield,35.9,50.1,42.3,38.5,86.52,,24.3,,212.16,0.4,12,0.8,8.3,,995,53.38311,-1.46455
2008-3-29T0:0:0,sheffield,35.3,49.5,43.8,39.2,83.74,,34.1,,202.6,0.5,12,1.2,9.2,,1000.4,53.38311,-1.46455
2008-3-30T0:0:0,sheffield,41.4,55,47.2,37.4,70.1,,22.4,,224.88,0.1,4.17,0.8,10.6,,997.9,53.38311,-1.46455
2008-3-30T23:0:0,sheffield,36.4,56,45.9,39.1,77.92,,13.9,,161.68,0,0,0,8,,1011.8,53.38311,-1.46455
2008-3-31T23:0:0,sheffield,42.5,54.6,48.8,39.4,71.06,,33.6,,247.08,0,4,0,9.5,,1015.2,53.38311,-1.46455
2008-4-1T23:0:0,sheffield,42.2,54.1,48.6,41.4,76.51,,19.5,,294.44,0,0,1.2,8.6,,1024.4,53.38311,-1.46455
2008-4-2T23:0:0,sheffield,45.5,57.2,50.2,46.9,88.74,,11.5,,299.04,0,4,1.2,5.9,,1030.6,53.38311,-1.46455
2008-4-3T23:0:0,sheffield,43,56.7,50.3,44.2,80.84,,18.2,,273.88,0,0,0.8,7.7,,1026.4,53.38311,-1.46455
2008-4-4T23:0:0,sheffield,35.7,47.2,40.1,35.2,82.84,,22.2,,279.16,0.1,8,1.2,10.1,,1017.1,53.38311,-1.46455
2008-4-5T23:0:0,sheffield,27.3,42.4,34.1,27.9,79.08,,16.7,,290.76,0,4,2,9.6,,1008.3,53.38311,-1.46455
2008-4-6T23:0:0,sheffield,31.7,42.8,37.5,31.9,80.71,,15.9,,291.8,0,4,2,10.5,,1002.6,53.38311,-1.46455
2008-4-7T23:0:0,sheffield,30.8,43.9,37.9,34.4,87.56,,9.8,,213.71,0,4,0.8,8.7,,1002.8,53.38311,-1.46455
2008-4-8T23:0:0,sheffield,32.1,47.6,39,34.3,83.79,,12.6,,233.44,0,4,1.2,8.5,,999.7,53.38311,-1.46455
2008-4-9T23:0:0,sheffield,32.9,52.4,42.7,35.7,77.44,,15.2,,192.6,0,4,1.2,11,,997,53.38311,-1.46455
2008-4-10T23:0:0,sheffield,37,47.2,42,37.1,83.02,,19.3,,199.2,0.3,8,1.2,9.5,,994.2,53.38311,-1.46455
2008-4-11T23:0:0,sheffield,37.2,49.9,42.5,36,78.55,,19.2,,243.84,0.2,8,2,11.5,,1000.6,53.38311,-1.46455
2008-4-12T23:0:0,sheffield,36.2,47.1,41,37.4,87.15,,13.1,,176.4,0,4,0,9.8,,1008.4,53.38311,-1.46455
2008-4-13T23:0:0,sheffield,33.8,49.3,40.8,34.7,79.67,,20.3,,243.68,0,8,0,9.8,,1018.6,53.38311,-1.46455
2008-4-14T23:0:0,sheffield,31.3,48.7,39.5,34,81.62,,16.4,,207.56,0.1,4,0,10.6,,1023.1,53.38311,-1.46455
2008-4-15T23:0:0,sheffield,33.5,46.9,39,35.8,88.66,,19.5,,115.16,0,0,0,5,,1020.7,53.38311,-1.46455
2008-4-16T23:0:0,sheffield,32.9,47.2,39.6,34.6,83.42,,19.3,,67.88,0.1,4,0,7.3,,1011.7,53.38311,-1.46455
2008-4-17T23:0:0,sheffield,36.2,45.8,41.7,37.2,84.13,,26.4,,71.08,0,0,0,5.8,,1002.7,53.38311,-1.46455
2008-4-18T23:0:0,sheffield,39.1,46.6,43.3,37.4,79.82,,23,,66.12,0,0,0,6.8,,1001.6,53.38311,-1.46455
2008-4-19T23:0:0,sheffield,40.4,46.8,44,41.4,90.59,,23,,60.84,0,4,0,3.7,,1005.5,53.38311,-1.46455
2008-4-20T23:0:0,sheffield,41.2,55.1,47.2,42,83.04,,19.7,,59.68,0,0,0,6,,1008,53.38311,-1.46455
2008-4-21T23:0:0,sheffield,39.2,60,48.1,42.3,81.65,,14.5,,133.48,0,0,0,6.1,,1011.1,53.38311,-1.46455
2008-4-22T23:0:0,sheffield,40.2,59.7,49,43.8,83.12,,19.5,,182.4,0,0,0,6.9,,1015,53.38311,-1.46455
2008-4-23T23:0:0,sheffield,43.3,57.4,48.9,42.5,79.47,,14.3,,214.12,0.4,12,0,11.2,,1017.5,53.38311,-1.46455
2008-4-24T23:0:0,sheffield,44.3,54.9,50.1,45.6,84.7,,14.8,,206.36,0,4,0,7.7,,1024.3,53.38311,-1.46455
2008-4-25T23:0:0,sheffield,47.6,64.4,56,45,68.16,,20.8,,199.68,0,4,0,11.6,,1021.1,53.38311,-1.46455
2008-4-26T23:0:0,sheffield,47.2,61.4,54,49.1,83.67,,14.2,,186.56,0.3,12,,7.8,,1012.2,53.38311,-1.46455
